source,target,weight
Sybil Kollar,Finch_A Formal Feeling Comes_1994,1
Yusef Komunyakaa,Elliston,1
Yusef Komunyakaa,PennSound,1
Yusef Komunyakaa,voca,1
Yusef Komunyakaa,Smith_The Morrow Anthology_1985,1
Ted Kooser,Elliston,1
Ted Kooser,Dacey_Strong Measures_1986,1
Aaron Kramer,PennSound,1
Judith Kroll,Dacey_Strong Measures_1986,1
Judith Kroll,Halpern_The New Poetry Anthology_1975,1
Maxine Kumin,Elliston,1
Maxine Kumin,voca,1
Maxine Kumin,Dacey_Strong Measures_1986,1
Maxine Kumin,Finch_A Formal Feeling Comes_1994,1
Stanley Kunitz,Dacey_Strong Measures_1986,1
Greg Kuzma,voca,1
Greg Kuzma,Halpern_The New Poetry Anthology_1975,1
Joanne Kyger,PennSound,1
Melvin Walker La Follette,Hall_New Poets of England and America_1957,1
Joan LaBombard,Dacey_Strong Measures_1986,1
Philip Lamantia,PennSound,1
Joseph Langland,Dacey_Strong Measures_1986,1
Joseph Langland,Hall_New Poets of England and America_1957,1
Philip Larkin,Hall_New Poets of England and America_1957,1
Paul Lake,Jarman_Rebel Angels_1996,1
James Laughlin,voca,1
Ann Lauterbach,PennSound,1
Ann Lauterbach,voca,1
Robert Layzer,Hall_New Poets of England and America_1957,1
Sydney Lea,Dacey_Strong Measures_1986,1
Sydney Lea,Jarman_Rebel Angels_1996,1
Sydney Lea,Smith_The Morrow Anthology_1985,1
Joseph Lease,PennSound,1
Al Lee,Dacey_Strong Measures_1986,1
Al Lee,Halpern_The New Poetry Anthology_1975,1
Li-Young Lee,voca,1
Barbara Lefcowitz,Dacey_Strong Measures_1986,1
David Lehman,Elliston,1
David Lehman,Dacey_Strong Measures_1986,1
Leevi Lehto,PennSound,1
Brad Leithauser,Dacey_Strong Measures_1986,1
Brad Leithauser,Jarman_Rebel Angels_1996,1
Brad Leithauser,Smith_The Morrow Anthology_1985,1
Ben Lerner,PennSound,1
Ben Lerner,voca,1
Rika Lesser,Elliston,1
Rika Lesser,Smith_The Morrow Anthology_1985,1
Denise Levertov,Elliston,1
Denise Levertov,voca,1
Denise Levertov,Dacey_Strong Measures_1986,1
Denise Levertov,McClatchy_Contemporary American Poetry_1990,1
Dana Levin,Elliston,1
Dana Levin,voca,1
Phillis Levin,Finch_A Formal Feeling Comes_1994,1
Phillis Levin,Jarman_Rebel Angels_1996,1
Philip Levine,Elliston,1
Philip Levine,voca,1
Philip Levine,Dacey_Strong Measures_1986,1
Philip Levine,McClatchy_Contemporary American Poetry_1990,1
Fred Levinson,Halpern_The New Poetry Anthology_1975,1
Larry Levis,Elliston,1
Larry Levis,Halpern_The New Poetry Anthology_1975,1
Larry Levis,Smith_The Morrow Anthology_1985,1
Janet Lewis,Finch_A Formal Feeling Comes_1994,1
Elizabeth Libbey,Elliston,1
Elizabeth Libbey,voca,1
Elizabeth Libbey,Halpern_The New Poetry Anthology_1975,1
Tan Lin,PennSound,1
Tan Lin,voca,1
Timothy Liu,voca,1
John Logan,voca,1
John Logan,Dacey_Strong Measures_1986,1
William Logan,Elliston,1
William Logan,Dacey_Strong Measures_1986,1
William Logan,Smith_The Morrow Anthology_1985,1
Arrigo Lora-Totino,UbuWeb,1
Audre Lorde,McClatchy_Contemporary American Poetry_1990,1
Robert Lowell,Elliston,1
Robert Lowell,PennSound,1
Robert Lowell,Ciardi_Mid-Century American Poets_1950,1
Robert Lowell,Dacey_Strong Measures_1986,1
Robert Lowell,Elliott_Fifteen Modern American Poets_1956,1
Robert Lowell,Hall_New Poets of England and America_1957,1
Robert Lowell,McClatchy_Contemporary American Poetry_1990,1
Robert Lowell,Vendler_Contemporary American Poetry_1985,1
Susan Ludvigson,Smith_The Morrow Anthology_1985,1
Thomas Lux,Elliston,1
Thomas Lux,voca,1
Thomas Lux,Dacey_Strong Measures_1986,1
Thomas Lux,Halpern_The New Poetry Anthology_1975,1
Karen Mac Cormack,PennSound,1
Jackson Mac Low,PennSound,1
Jackson Mac Low,UbuWeb,1
Cynthia MacDonald,Elliston,1
Cynthia MacDonald,voca,1
Nathaniel Mackey,PennSound,1
Nathaniel Mackey,voca,1
Michael Magee,PennSound,1
Gerald Malanga,UbuWeb,1
Donato Mancini,PennSound,1
Tom Mandel,PennSound,1
Maurice Manning,Elliston,1
Paul Mariani,Smith_The Morrow Anthology_1985,1
Charles Martin,Dacey_Strong Measures_1986,1
Charles Martin,Jarman_Rebel Angels_1996,1
Valerie Martínez,voca,1
David Mason,Elliston,1
William Matchett,Hall_New Poets of England and America_1957,1
Harry Mathews,PennSound,1
Cleopatra Mathis,Elliston,1
Cleopatra Mathis,Smith_The Morrow Anthology_1985,1
Khaled Mattawa,voca,1
William Matthews,voca,1
William Matthews,Halpern_The New Poetry Anthology_1975,1
William Matthews,Smith_The Morrow Anthology_1985,1
Bernadette Mayer,PennSound,1
Bernadette Mayer,UbuWeb,1
Hansjörg Mayer,UbuWeb,1
E. L. Mayo,Ciardi_Mid-Century American Poets_1950,1
Mekeel McBride,Dacey_Strong Measures_1986,1
Mekeel McBride,Smith_The Morrow Anthology_1985,1
Angela McCabe,Halpern_The New Poetry Anthology_1975,1
Steve McCaffery,PennSound,1
Steve McCaffery,UbuWeb,1
Michael McClure,PennSound,1
Howard McCord,Elliston,1
David McElroy,Halpern_The New Poetry Anthology_1975,1
Thomas McGrath,Dacey_Strong Measures_1986,1
Thomas McGrath,Hall_New Poets of England and America_1957,1
Medbh McGuckian,voca,1
Heather McHugh,Elliston,1
Heather McHugh,voca,1
Heather McHugh,Halpern_The New Poetry Anthology_1975,1
Heather McHugh,Smith_The Morrow Anthology_1985,1
Stephen McLaughlin,UbuWeb,1
James McMichael,Halpern_The New Poetry Anthology_1975,1
Mark McMorris,PennSound,1
Sandra McPherson,Elliston,1
Sandra McPherson,voca,1
Sandra McPherson,Dacey_Strong Measures_1986,1
Sandra McPherson,Halpern_The New Poetry Anthology_1975,1
Sandra McPherson,McClatchy_Contemporary American Poetry_1990,1
Sandra McPherson,Smith_The Morrow Anthology_1985,1
Joyelle McSweeney,voca,1
Peter Meinke,Dacey_Strong Measures_1986,1
David Meltzer,PennSound,1
William Meredith,Dacey_Strong Measures_1986,1
William Meredith,Hall_New Poets of England and America_1957,1
William Meredith,McClatchy_Contemporary American Poetry_1990,1
James Merrill,voca,1
James Merrill,Dacey_Strong Measures_1986,1
James Merrill,Hall_New Poets of England and America_1957,1
James Merrill,McClatchy_Contemporary American Poetry_1990,1
James Merrill,Vendler_Contemporary American Poetry_1985,1
W. S. Merwin,Elliston,1
W. S. Merwin,voca,1
W. S. Merwin,Dacey_Strong Measures_1986,1
W. S. Merwin,Hall_New Poets of England and America_1957,1
W. S. Merwin,McClatchy_Contemporary American Poetry_1990,1
W. S. Merwin,Vendler_Contemporary American Poetry_1985,1
Sharon Mesmer,PennSound,1
Douglas Messerli,PennSound,1
Robert Mezey,Elliston,1
Robert Mezey,voca,1
Robert Mezey,Dacey_Strong Measures_1986,1
Robert Mezey,Hall_New Poets of England and America_1957,1
Robert Mezey,Halpern_The New Poetry Anthology_1975,1
Josephine Miles,Elliott_Fifteen Modern American Poets_1956,1
Edna St. Vincent Millay,PennSound,1
Jane Miller,voca,1
Jane Miller,Dacey_Strong Measures_1986,1
Vassar Miller,Dacey_Strong Measures_1986,1
Vassar Miller,Finch_A Formal Feeling Comes_1994,1
Vassar Miller,Hall_New Poets of England and America_1957,1
Carol Mirakove,PennSound,1
Gary Miranda,Dacey_Strong Measures_1986,1
Judith Moffett,Dacey_Strong Measures_1986,1
K. Silem Mohammad,PennSound,1
N. Scott Momaday,voca,1
N. Scott Momaday,Dacey_Strong Measures_1986,1
Franz Mon,UbuWeb,1
Paul Monette,Halpern_The New Poetry Anthology_1975,1
Leslie Monsour,Finch_A Formal Feeling Comes_1994,1
Honor Moore,Finch_A Formal Feeling Comes_1994,1
Richard Moore,Dacey_Strong Measures_1986,1
Cherríe Moraga,voca,1
Robert Morgan,Dacey_Strong Measures_1986,1
Robert Morgan,Smith_The Morrow Anthology_1985,1
Laura Moriarty,PennSound,1
Hilda Morley,PennSound,1
Tracie Morris,PennSound,1
Tracie Morris,UbuWeb,1
Tracie Morris,voca,1
Rusty Morrison,voca,1
Howard Moss,voca,1
Howard Moss,Dacey_Strong Measures_1986,1
Howard Moss,Hall_New Poets of England and America_1957,1
Howard Moss,McClatchy_Contemporary American Poetry_1990,1
Stanley Moss,Dacey_Strong Measures_1986,1
Fred Moten,PennSound,1
Fred Moten,voca,1
Erin Mouré,PennSound,1
Jennifer Moxley,PennSound,1
Lisel Mueller,voca,1
Paul Muldoon,voca,1
Harryette Mullen,voca,1
Laura Mullen,PennSound,1
Laura Mullen,voca,1
G. E. Murray,Smith_The Morrow Anthology_1985,1
Les Murray,voca,1
Carol Muske-Dukes,Elliston,1
Carol Muske-Dukes,Halpern_The New Poetry Anthology_1975,1
Jack Myers,Halpern_The New Poetry Anthology_1975,1
Eileen Myles,PennSound,1
Maurizio Nannucci,UbuWeb,1
Melanie Neilson,PennSound,1
Melanie Neilson,voca,1
Maggie Nelson,PennSound,1
Marilyn Nelson,Elliston,1
Marilyn Nelson,Jarman_Rebel Angels_1996,1
Howard Nemerov,Dacey_Strong Measures_1986,1
Howard Nemerov,Elliott_Fifteen Modern American Poets_1956,1
Howard Nemerov,Hall_New Poets of England and America_1957,1
Howard Nemerov,McClatchy_Contemporary American Poetry_1990,1
Howard Nemerov,Vendler_Contemporary American Poetry_1985,1
bpNichol (Barrie Phillip Nichol),PennSound,1
bpNichol (Barrie Phillip Nichol),UbuWeb,1
Lorine Niedecker,PennSound,1
Seiichi Niikuni,UbuWeb,1
John Frederick Nims,voca,1
John Frederick Nims,Ciardi_Mid-Century American Poets_1950,1
John Frederick Nims,Dacey_Strong Measures_1986,1
Suzanne Noguere,Finch_A Formal Feeling Comes_1994,1
Eiríkur Örn Norðdahl,PennSound,1
Eiríkur Örn Norðdahl,UbuWeb,1
Charles North,PennSound,1
Alice Notley,PennSound,1
Alice Notley,voca,1
Ladislav Novák,UbuWeb,1
Mark Nowak,PennSound,1
Naomi Shihab Nye,Elliston,1
Naomi Shihab Nye,voca,1
Naomi Shihab Nye,Smith_The Morrow Anthology_1985,1
Frank O'Hara,Dacey_Strong Measures_1986,1
Frank O'Hara,McClatchy_Contemporary American Poetry_1990,1
Frank O'Hara,Vendler_Contemporary American Poetry_1985,1
Sharon Olds,Elliston,1
Sharon Olds,voca,1
Sharon Olds,Smith_The Morrow Anthology_1985,1
Carole Oles,Dacey_Strong Measures_1986,1
Mary Oliver,Elliston,1
Redell Olsen,PennSound,1
Charles Olson,PennSound,1
Charles Olson,McClatchy_Contemporary American Poetry_1990,1
Yoko Ono,UbuWeb,1
George Oppen,PennSound,1
Steve Orlen,Elliston,1
Steve Orlen,voca,1
Steve Orlen,Smith_The Morrow Anthology_1985,1
Gregory Orr,Elliston,1
Gregory Orr,PennSound,1
Gregory Orr,Halpern_The New Poetry Anthology_1975,1
Gregory Orr,Smith_The Morrow Anthology_1985,1
Simon J. Ortiz,voca,1
Simon J. Ortiz,Smith_The Morrow Anthology_1985,1
Maggie O'Sullivan,PennSound,1
Maureen Owen,PennSound,1
Rochelle Owens,PennSound,1
Robert Pack,voca,1
Robert Pack,Dacey_Strong Measures_1986,1
Robert Pack,Hall_New Poets of England and America_1957,1
Ron Padgett,PennSound,1
Nam June Paik,UbuWeb,1
Grace Paley,voca,1
Michael Palmer,Elliston,1
Michael Palmer,PennSound,1
Michael Palmer,voca,1
Greg Pape,voca,1
Greg Pape,Halpern_The New Poetry Anthology_1975,1
Greg Pape,Smith_The Morrow Anthology_1985,1
Jay Parini,Smith_The Morrow Anthology_1985,1
Elsie Paschen,Finch_A Formal Feeling Comes_1994,1
Linda Pastan,Elliston,1
Linda Pastan,voca,1
Kenneth Patchen,UbuWeb,1
Julie Patton,PennSound,1
Julie Patton,voca,1
Molly Peacock,Elliston,1
Molly Peacock,Dacey_Strong Measures_1986,1
Molly Peacock,Finch_A Formal Feeling Comes_1994,1
Molly Peacock,Jarman_Rebel Angels_1996,1
Molly Peacock,Smith_The Morrow Anthology_1985,1
John Peck,Dacey_Strong Measures_1986,1
John Peck,Halpern_The New Poetry Anthology_1975,1
Georges Perec,UbuWeb,1
Bob Perelman,PennSound,1
Bob Perelman,voca,1
Craig Santos Perez,PennSound,1
Craig Santos Perez,voca,1
John Perreault,UbuWeb,1
Michael Pettit,Smith_The Morrow Anthology_1985,1
M. Nourbese Philip,PennSound,1
Marge Piercy,Elliston,1
Helen Pinkerton,Finch_A Formal Feeling Comes_1994,1
Robert Pinsky,Elliston,1
Robert Pinsky,voca,1
Robert Pinsky,Dacey_Strong Measures_1986,1
Robert Pinsky,McClatchy_Contemporary American Poetry_1990,1
Robert Pinsky,Smith_The Morrow Anthology_1985,1
Robert Pinsky,Vendler_Contemporary American Poetry_1985,1
Nick Piombino,PennSound,1
Vanessa Place,PennSound,1
Vanessa Place,voca,1
Sylvia Plath,Dacey_Strong Measures_1986,1
Sylvia Plath,McClatchy_Contemporary American Poetry_1990,1
Sylvia Plath,Vendler_Contemporary American Poetry_1985,1
Stanley Plumly,Dacey_Strong Measures_1986,1
Stanley Plumly,Halpern_The New Poetry Anthology_1975,1
Hyam Plutzik,Elliott_Fifteen Modern American Poets_1956,1
Katha Pollitt,Elliston,1
Katha Pollitt,Dacey_Strong Measures_1986,1
Katha Pollitt,Smith_The Morrow Anthology_1985,1
Bern Porter,UbuWeb,1
Ezra Pound,PennSound,1
Ezra Pound,UbuWeb,1
D. A. Powell,voca,1
Larry Price,PennSound,1
Wyatt Prunty,Elliston,1
Wyatt Prunty,Jarman_Rebel Angels_1996,1
Raymond Queneau,UbuWeb,1
Lawrence Raab,voca,1
Lawrence Raab,Halpern_The New Poetry Anthology_1975,1
Thomas Rabbitt,Smith_The Morrow Anthology_1985,1
Carl Rakosi,PennSound,1
A. K. Ramanujan,voca,1
Bin Ramke,Smith_The Morrow Anthology_1985,1
Dudley Randall,Dacey_Strong Measures_1986,1
Paula Rankin,Smith_The Morrow Anthology_1985,1
Claudia Rankine,PennSound,1
Claudia Rankine,voca,1
Stephen Ratcliffe,PennSound,1
Tom Raworth,PennSound,1
David Ray,voca,1
David Ray,Dacey_Strong Measures_1986,1
Srikanth Reddy,voca,1
Ishmael Reed,Elliston,1
Ishmael Reed,voca,1
Alastair Reid,Elliston,1
Alastair Reid,Hall_New Poets of England and America_1957,1
Ariana Reines,PennSound,1
Ariana Reines,voca,1
James Reiss,Elliston,1
James Reiss,Halpern_The New Poetry Anthology_1975,1
Naomi Replansky,PennSound,1
Joan Retallack,PennSound,1
Donald Revell,Elliston,1
Donald Revell,Dacey_Strong Measures_1986,1
Charles Reznikoff,PennSound,1
Adrienne Rich,Elliston,1
Adrienne Rich,PennSound,1
Adrienne Rich,voca,1
Adrienne Rich,Dacey_Strong Measures_1986,1
Adrienne Rich,Hall_New Poets of England and America_1957,1
Adrienne Rich,McClatchy_Contemporary American Poetry_1990,1
Adrienne Rich,Vendler_Contemporary American Poetry_1985,1
Deborah Richards,PennSound,1
John Ridland,Dacey_Strong Measures_1986,1
Alberto Álvaro Ríos,voca,1
Alberto Álvaro Ríos,Dacey_Strong Measures_1986,1
Alberto Álvaro Ríos,Smith_The Morrow Anthology_1985,1
Ed Roberson,PennSound,1
Lisa Robertson,PennSound,1
Elizabeth Robinson,PennSound,1
Kit Robinson,PennSound,1
Stephen Rodefer,PennSound,1
Theodore Roethke,Ciardi_Mid-Century American Poets_1950,1
Theodore Roethke,Dacey_Strong Measures_1986,1
Theodore Roethke,Elliott_Fifteen Modern American Poets_1956,1
Theodore Roethke,McClatchy_Contemporary American Poetry_1990,1
Theodore Roethke,Vendler_Contemporary American Poetry_1985,1
Pattiann Rogers,voca,1
Pattiann Rogers,Smith_The Morrow Anthology_1985,1
Matthew Rohrer,PennSound,1
William Pitt Root,voca,1
William Pitt Root,Dacey_Strong Measures_1986,1
William Pitt Root,Smith_The Morrow Anthology_1985,1
Raymond Roseliep,Dacey_Strong Measures_1986,1
Kenneth Rosen,Halpern_The New Poetry Anthology_1975,1
Michael J. Rosen,Elliston,1
Kim Rosenfield,PennSound,1
Dieter Roth,UbuWeb,1
Jerome Rothenberg,PennSound,1
Jerome Rothenberg,UbuWeb,1
Jerome Rothenberg,voca,1
Gibbons Ruark,Dacey_Strong Measures_1986,1
Gibbons Ruark,Smith_The Morrow Anthology_1985,1
Mary Ruefle,Elliston,1
Mary Ruefle,voca,1
Gerhard Rühm,UbuWeb,1
Muriel Rukeyser,PennSound,1
Muriel Rukeyser,Ciardi_Mid-Century American Poets_1950,1
Muriel Rukeyser,Dacey_Strong Measures_1986,1
Muriel Rukeyser,Elliott_Fifteen Modern American Poets_1956,1
Michael Ryan,Elliston,1
Michael Ryan,voca,1
Michael Ryan,Dacey_Strong Measures_1986,1
Michael Ryan,Halpern_The New Poetry Anthology_1975,1
Michael Ryan,Smith_The Morrow Anthology_1985,1
Ira Sadoff,voca,1
Ira Sadoff,Halpern_The New Poetry Anthology_1975,1
Mary Jo Salter,Finch_A Formal Feeling Comes_1994,1
Mary Jo Salter,Jarman_Rebel Angels_1996,1
Lisa Samuels,PennSound,1
Sonia Sanchez,Elliston,1
Sonia Sanchez,Finch_A Formal Feeling Comes_1994,1
Kaia Sand,PennSound,1
Sherod Santos,Elliston,1
Sherod Santos,Dacey_Strong Measures_1986,1
Sherod Santos,Smith_The Morrow Anthology_1985,1
Aram Saroyan,UbuWeb,1
May Sarton,Dacey_Strong Measures_1986,1
May Sarton,Finch_A Formal Feeling Comes_1994,1
Leslie Scalapino,PennSound,1
Leslie Scalapino,voca,1
Susan Fromberg Schaeffer,voca,1
Roy Scheele,Dacey_Strong Measures_1986,1
James Schevill,Elliott_Fifteen Modern American Poets_1956,1
Dennis Schmitz,Halpern_The New Poetry Anthology_1975,1
Gjertrud Schnackenberg,Elliston,1
Gjertrud Schnackenberg,Dacey_Strong Measures_1986,1
Gjertrud Schnackenberg,McClatchy_Contemporary American Poetry_1990,1
Philip Schultz,voca,1
Philip Schultz,Smith_The Morrow Anthology_1985,1
Susan M. Schultz,PennSound,1
James Schuyler,PennSound,1
James Schuyler,McClatchy_Contemporary American Poetry_1990,1
Delmore Schwartz,Ciardi_Mid-Century American Poets_1950,1
Delmore Schwartz,Elliott_Fifteen Modern American Poets_1956,1
Gail Scott,PennSound,1
Winfield Townley Scott,Ciardi_Mid-Century American Poets_1950,1
Winfield Townley Scott,Elliott_Fifteen Modern American Poets_1956,1
Maureen Seaton,Finch_A Formal Feeling Comes_1994,1
Peter Seaton,PennSound,1
Hugh Seidman,Halpern_The New Poetry Anthology_1975,1
Anne Sexton,Dacey_Strong Measures_1986,1
Anne Sexton,McClatchy_Contemporary American Poetry_1990,1
Anne Sexton,Vendler_Contemporary American Poetry_1985,1
Alan Shapiro,Elliston,1
Alan Shapiro,voca,1
David Shapiro,PennSound,1
Karl Shapiro,Elliston,1
Karl Shapiro,Ciardi_Mid-Century American Poets_1950,1
Karl Shapiro,Dacey_Strong Measures_1986,1
Karl Shapiro,Elliott_Fifteen Modern American Poets_1956,1
Brenda Shaughnessy,Elliston,1
Brenda Shaughnessy,voca,1
James Sherry,PennSound,1
Judith Johnson Sherwin,Dacey_Strong Measures_1986,1
Aaron Shurin,PennSound,1
Eleni Sikelianos,PennSound,1
Eleni Sikelianos,voca,1
Richard Siken,voca,1
Jon Silkin,Elliston,1
Jon Silkin,voca,1
Jon Silkin,Hall_New Poets of England and America_1957,1
Leslie Marmon Silko,voca,1
Ron Silliman,PennSound,1
Ron Silliman,voca,1
Charles Simic,Elliston,1
Charles Simic,PennSound,1
Charles Simic,voca,1
Charles Simic,Halpern_The New Poetry Anthology_1975,1
Charles Simic,McClatchy_Contemporary American Poetry_1990,1
Charles Simic,Vendler_Contemporary American Poetry_1985,1
Maurya Simon,voca,1
Leslie Simon,Finch_A Formal Feeling Comes_1994,1
Louis Simpson,Elliston,1
Louis Simpson,Dacey_Strong Measures_1986,1
Louis Simpson,Hall_New Poets of England and America_1957,1
L. E. Sissman,Dacey_Strong Measures_1986,1
Knute Skinner,Dacey_Strong Measures_1986,1
Floyd Skloot,Dacey_Strong Measures_1986,1
David R. Slavitt,Dacey_Strong Measures_1986,1
Patricia Smith,voca,1
Dave Smith,Elliston,1
Dave Smith,voca,1
Dave Smith,Dacey_Strong Measures_1986,1
Dave Smith,McClatchy_Contemporary American Poetry_1990,1
Dave Smith,Smith_The Morrow Anthology_1985,1
Dave Smith,Vendler_Contemporary American Poetry_1985,1
Rod Smith,PennSound,1
Tracy K. Smith,Elliston,1
William Jay Smith,Hall_New Poets of England and America_1957,1
W. D. Snodgrass,Elliston,1
W. D. Snodgrass,voca,1
W. D. Snodgrass,Dacey_Strong Measures_1986,1
W. D. Snodgrass,Hall_New Poets of England and America_1957,1
W. D. Snodgrass,McClatchy_Contemporary American Poetry_1990,1
Gary Snyder,Elliston,1
Gary Snyder,voca,1
Gary Snyder,Dacey_Strong Measures_1986,1
Gary Snyder,McClatchy_Contemporary American Poetry_1990,1
Gary Snyder,Vendler_Contemporary American Poetry_1985,1
Gustaf Sobin,voca,1
Cathy Song,Smith_The Morrow Anthology_1985,1
Gary Soto,Elliston,1
Gary Soto,voca,1
Gary Soto,Smith_The Morrow Anthology_1985,1
Marcia Southwick,voca,1
Marcia Southwick,Smith_The Morrow Anthology_1985,1
Barry Spacks,Dacey_Strong Measures_1986,1
Juliana Spahr,PennSound,1
Juliana Spahr,voca,1
Adriano Spatola,UbuWeb,1
Roberta Spear,Halpern_The New Poetry Anthology_1975,1
Roberta Spear,Smith_The Morrow Anthology_1985,1
Jack Spicer,PennSound,1
Jack Spicer,UbuWeb,1
Elizabeth Spires,Elliston,1
Elizabeth Spires,Finch_A Formal Feeling Comes_1994,1
Elizabeth Spires,Smith_The Morrow Anthology_1985,1
Kathleen Spivack,Halpern_The New Poetry Anthology_1975,1
David St. John,Elliston,1
David St. John,Dacey_Strong Measures_1986,1
David St. John,Halpern_The New Poetry Anthology_1975,1
David St. John,Smith_The Morrow Anthology_1985,1
William Stafford,Elliston,1
William Stafford,voca,1
William Stafford,Dacey_Strong Measures_1986,1
Maura Stanton,Elliston,1
Maura Stanton,voca,1
Maura Stanton,Dacey_Strong Measures_1986,1
Maura Stanton,Finch_A Formal Feeling Comes_1994,1
Maura Stanton,Halpern_The New Poetry Anthology_1975,1
Maura Stanton,Smith_The Morrow Anthology_1985,1
George Starbuck,Dacey_Strong Measures_1986,1
Timothy Steele,Dacey_Strong Measures_1986,1
Timothy Steele,Jarman_Rebel Angels_1996,1
Brian Kim Stefans,PennSound,1
Gertrude Stein,UbuWeb,1
Barry Sternlieb,Dacey_Strong Measures_1986,1
Wallace Stevens,PennSound,1
Wallace Stevens,Vendler_Contemporary American Poetry_1985,1
Anne Stevenson,Elliston,1
Susan Stewart,PennSound,1
Terry Stokes,Elliston,1
Terry Stokes,Halpern_The New Poetry Anthology_1975,1
Leon Stokesbury,Dacey_Strong Measures_1986,1
Leon Stokesbury,Smith_The Morrow Anthology_1985,1
Patricia Storace,Finch_A Formal Feeling Comes_1994,1
Ruth Stone,voca,1
Mark Strand,Elliston,1
Mark Strand,voca,1
Mark Strand,Dacey_Strong Measures_1986,1
Mark Strand,McClatchy_Contemporary American Poetry_1990,1
Mark Strand,Vendler_Contemporary American Poetry_1985,1
Dabney Stuart,Dacey_Strong Measures_1986,1
Gary Sullivan,PennSound,1
Barton Sutter,Dacey_Strong Measures_1986,1
Brian Swann,Halpern_The New Poetry Anthology_1975,1
Cole Swensen,PennSound,1
Cole Swensen,voca,1
May Swenson,voca,1
May Swenson,Dacey_Strong Measures_1986,1
May Swenson,Hall_New Poets of England and America_1957,1
May Swenson,McClatchy_Contemporary American Poetry_1990,1
Joan Swift,Dacey_Strong Measures_1986,1
Janet Sylvester,Smith_The Morrow Anthology_1985,1
John Taggart,PennSound,1
Nathaniel Tarn,PennSound,1
James Tate,PennSound,1
James Tate,voca,1
James Tate,Dacey_Strong Measures_1986,1
James Tate,Halpern_The New Poetry Anthology_1975,1
James Tate,Smith_The Morrow Anthology_1985,1
Henry Taylor,Elliston,1
Henry Taylor,Smith_The Morrow Anthology_1985,1
Brian Teare,PennSound,1
Brian Teare,voca,1
Roberto Tejada,voca,1
Fiona Templeton,PennSound,1
Lorenzo Thomas,PennSound,1
Susan Tichy,Smith_The Morrow Anthology_1985,1
Richard Tillinghast,Elliston,1
Richard Tillinghast,Smith_The Morrow Anthology_1985,1
Charles Tomlinson,PennSound,1
Edwin Torres,PennSound,1
Edwin Torres,UbuWeb,1
Rodrigo Toscano,PennSound,1
Rodrigo Toscano,voca,1
Tony Towle,PennSound,1
Wesley Trimpi,Hall_New Poets of England and America_1957,1
Quincy Troupe,voca,1
Lewis Turco,Dacey_Strong Measures_1986,1
Frederick Turner,Elliston,1
Frederick Turner,Jarman_Rebel Angels_1996,1
Chase Twichell,Elliston,1
Chase Twichell,Smith_The Morrow Anthology_1985,1
Tristan Tzara,UbuWeb,1
John Updike,Dacey_Strong Measures_1986,1
Jean Valentine,Elliston,1
Jean Valentine,voca,1
Mona Van Duyn,voca,1
Mona Van Duyn,Dacey_Strong Measures_1986,1
Mona Van Duyn,Finch_A Formal Feeling Comes_1994,1
Mona Van Duyn,McClatchy_Contemporary American Poetry_1990,1
Cecilia Vicuña,PennSound,1
Cecilia Vicuña,voca,1
Peter Viereck,Ciardi_Mid-Century American Poets_1950,1
Alma Luz Villanueva,Finch_A Formal Feeling Comes_1994,1
Paul Violi,PennSound,1
Ellen Bryant Voigt,Elliston,1
Ellen Bryant Voigt,voca,1
Ellen Bryant Voigt,Dacey_Strong Measures_1986,1
Ellen Bryant Voigt,Smith_The Morrow Anthology_1985,1
Arthur Vogelsang,Smith_The Morrow Anthology_1985,1
Paul de Vree,UbuWeb,1
David Wagoner,Elliston,1
David Wagoner,voca,1
David Wagoner,Dacey_Strong Measures_1986,1
David Wagoner,McClatchy_Contemporary American Poetry_1990,1
Diane Wakoski,Elliston,1
Diane Wakoski,voca,1
Diane Wakoski,Dacey_Strong Measures_1986,1
Diane Wakoski,Halpern_The New Poetry Anthology_1975,1
Derek Walcott,Elliston,1
Anne Waldman,PennSound,1
Anne Waldman,UbuWeb,1
Anne Waldman,voca,1
Anne Waldman,Finch_A Formal Feeling Comes_1994,1
G. C. Waldrep,voca,1
Keith Waldrop,PennSound,1
Keith Waldrop,voca,1
Rosmarie Waldrop,PennSound,1
Rosmarie Waldrop,voca,1
Alice Walker,Halpern_The New Poetry Anthology_1975,1
Ronald Wallace,Dacey_Strong Measures_1986,1
Marilyn N. Waniek,Finch_A Formal Feeling Comes_1994,1
Marilyn N. Waniek,Smith_The Morrow Anthology_1985,1
Diane Ward,PennSound,1
Candice Warne,Dacey_Strong Measures_1986,1
Robert Penn Warren,voca,1
Robert Penn Warren,Dacey_Strong Measures_1986,1
Robert Penn Warren,Elliott_Fifteen Modern American Poets_1956,1
Robert Penn Warren,McClatchy_Contemporary American Poetry_1990,1
Rosanna Warren,Elliston,1
Rosanna Warren,Smith_The Morrow Anthology_1985,1
Lewis Warsh,PennSound,1
Lewis Warsh,UbuWeb,1
Michael Waters,Elliston,1
Michael Waters,Smith_The Morrow Anthology_1985,1
Barrett Watten,PennSound,1
Tom Weatherly,PennSound,1
Roger Weingarten,Elliston,1
Roger Weingarten,voca,1
Roger Weingarten,Halpern_The New Poetry Anthology_1975,1
Bruce Weigl,Smith_The Morrow Anthology_1985,1
Hannah Weiner,PennSound,1
Hannah Weiner,UbuWeb,1
James Welch,voca,1
James Welch,Halpern_The New Poetry Anthology_1975,1
